text,slot,intent
hạ xuống độ sáng bóng huỳnh quang 1 xuống 22 phần trăm,B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
giảm hộ mình đèn vách xuống 5 phần trăm nhé,O O O B-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
giảm giúp tôi độ sáng đèn vườn ngoài phòng dành cho nữ 4 xuống với,O O O O O B-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom O O,smart.home.decrease.percentage
bạn giúp mình giảm led 3 đi 23 phần trăm được không mình cảm ơn,O O O O B-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O O O,smart.home.decrease.percentage
giảm giúp mình màn cửa đơn thứ 3 tại phòng chính 4 xuống 19 phần trăm nhé,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
giảm hộ anh bóng treo tường ở phòng họp gia đình 5 21 phần trăm,O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
giảm giúp mình bóng thả 3 tại phòng chờ xuống 14 phần trăm nhé,O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
mình cần sự trợ giúp trong việc giảm đèn trang trí 2,O O O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice,smart.home.decrease.percentage
giảm hộ mình van nước thứ 1 xuống 27 phần trăm nhé,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
giảm độ sáng nút ấn thứ 4 ấy trợ lý ảo nó sáng quá,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O O O O O,smart.home.decrease.percentage
giảm mành thứ 2 đầu hè xuống 21 phần trăm hộ tôi với,B-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage O O O,smart.home.decrease.percentage
giảm động cơ 4 về 27 phần trăm ở phòng nam,O B-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O B-roomroom I-roomroom,smart.home.decrease.percentage
hãy giảm huỳnh quang thứ 3 trong tiền sảnh 5 xuống 29 phần trăm,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
bạn giảm cho mình quạt thông gió được không mình thấy hơi bị sáng quá,O O O O B-devicedevice I-devicedevice I-devicedevice O O O O O O O O,smart.home.decrease.percentage
device rèm ngang thứ 2 room cầu thang phần trăm 22 phần trăm,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
đèn tường thứ 2 cơ quan nên được hạ xuống mức 11 phần trăm,B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O O B-commandcommand O O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
giảm hắt tường thứ 3 về 26 phần trăm ở trong phòng sếp,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O B-roomroom I-roomroom,smart.home.decrease.percentage
giảm hộ anh đèn sưởi 1 ở phòng thực hành 2 2 phần trăm,O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
device bóng treo tường thứ 2 room phòng giặt ủi phần trăm 21 phần trăm,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
bạn giảm cho mình âm thanh đa vùng thứ 1 được không mình thấy hơi bị sáng quá,O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O O O O O O,smart.home.decrease.percentage
giảm bóng huỳnh quang 3 ở phòng ngủ các con xuống 5 phần trăm cho mình với,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O,smart.home.decrease.percentage
tôi cần giảm đi mành cuốn 3 tầng thượng 3 đi 24 phần trăm,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-floornumberfloornumber I-floornumberfloornumber I-floornumberfloornumber O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
thôi vào việc nhé màn cửa nhìn ngứa mắt quá giảm cho anh xuống 9 phần trăm nhé à cái loa nhé,O O O O O O O O O O O O O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O B-devicedevice O,smart.home.decrease.percentage
giảm giúp tôi độ sáng rèm ngang 3 ngoài phòng thí nghiệm xuống với,O O O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O,smart.home.decrease.percentage
giảm độ sáng bóng sưởi thứ 4 ấy trợ lý ảo nó sáng quá,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O O O O O,smart.home.decrease.percentage
giảm đi độ sáng phòng giặt ủi 1 đi 11 phần trăm,B-commandcommand I-commandcommand O O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
có thể hạ thấp đèn rọi thứ 2 đỡ đi 3 phần trăm không,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
device đèn nhiều màu room phòng chung 2 phần trăm 3 phần trăm,O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
giảm độ sáng công ty đi 16 phần trăm,B-commandcommand O O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
cho mình giảm bóng học thứ 1 ở ga ra 5 mức 10 phần trăm,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
giảm độ sáng đèn tròn 4 ấy trợ lý ảo nó sáng quá,O O O B-devicedevice I-devicedevice I-devicedevice O O O O O O O,smart.home.decrease.percentage
giảm bớt đèn lồng thứ 4 vườn 5 xuống 11 phần trăm nữa,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
đèn vách 1 phòng bếp 4 hạ thấp 15 phần trăm,B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom B-commandcommand I-commandcommand B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
giảm cho mình ti vi thứ 3 ở đại sảnh xuống 20 phần trăm nhé,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
giúp mình giảm đèn vườn xuống 27 phần trăm với ạ,O O O B-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O,smart.home.decrease.percentage
giảm loa còi thứ 4 về 15 phần trăm ở phòng lễ tân,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O B-roomroom I-roomroom I-roomroom,smart.home.decrease.percentage
giảm giúp mình bóng ốp trần 1 nhé,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O,smart.home.decrease.percentage
giảm giúp mình cảnh tại nhà tắm 4 xuống 13 phần trăm nhé,O O O B-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
cho cái bóng hắt tường thứ 3 xuống 7 phần trăm hộ tôi với,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O,smart.home.decrease.percentage
tôi đang cần giảm mức độ đèn bóng trần phòng thu,O O O O O O O O O B-roomroom I-roomroom,smart.home.decrease.percentage
giảm giúp tôi độ sáng bóng trang trí thứ 3 ngoài phòng thay đồ xuống với,O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O O,smart.home.decrease.percentage
giảm giúp mình điện thứ 3 nhé,O O O B-devicedevice I-devicedevice I-devicedevice O,smart.home.decrease.percentage
giúp tôi hạ thấp bóng đứng phòng lễ tân xuống 22 phần trăm,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
giảm hộ mình đèn đứng 4 xuống 3 phần trăm nhé,O O O B-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
đèn đứng thứ 4 cổng chính hạ thấp 23 phần trăm,B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom B-commandcommand I-commandcommand B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
thôi vào việc nhé màn cửa nhìn ngứa mắt quá giảm cho anh xuống 8 phần trăm nhé à cái rèm đơn nhé,O O O O O O O O O O O O O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O B-devicedevice I-devicedevice O,smart.home.decrease.percentage
bóng trụ cổng 3 phòng trẻ em nên được hạ xuống xuống mức 9 phần trăm,B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O O B-commandcommand I-commandcommand O O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
led ở nhà vệ sinh về 29 phần trăm,B-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
hello giảm giúp mình bóng thứ 3 ở phòng sếp xuống 14 phần trăm nhé,O O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
giảm độ sáng bóng tiết kiệm điện thứ 4 ấy trợ lý ảo nó sáng quá,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O O O O O,smart.home.decrease.percentage
thôi vào việc nhé màn cửa nhìn ngứa mắt quá giảm cho anh xuống 5 phần trăm nhé à cái mành đôi 2 nhé,O O O O O O O O O O O O O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O B-devicedevice I-devicedevice I-devicedevice O,smart.home.decrease.percentage
đèn cây 1 ở phòng bố mẹ về 16 phần trăm,B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
có thể giảm bớt công tắc 1 đỡ đi 24 phần trăm không,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
có thể hạ thấp tvs 1 đỡ đi 14 phần trăm không,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
giảm bóng treo tường 1 ở phòng ông bà 2 xuống 17 phần trăm cho mình với,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O,smart.home.decrease.percentage
hạ xuống độ sáng phòng vệ sinh 2 đi 4 phần trăm,B-commandcommand I-commandcommand O O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
cho mình giảm loa còi thứ 4 với,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O,smart.home.decrease.percentage
có thể hạ thấp van nước thứ 2 đỡ đi 22 phần trăm không,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
cho cái đèn sưởi thứ 4 xuống 17 phần trăm hộ tôi với,O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O,smart.home.decrease.percentage
hạ độ sáng nóng lạnh 1 xuống 50 phần trăm,B-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
giảm bớt độ sáng tủ giữ đồ 2 đi 14 phần trăm,B-commandcommand I-commandcommand O O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
cho cái kịch bản 2 xuống 4 phần trăm hộ tôi với,O O B-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O,smart.home.decrease.percentage
giảm hộ mình bóng kiểng thứ 2 xuống 7 phần trăm nhé,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
có thể hạ hắt trần thứ 3 đỡ đi 8 phần trăm không,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
giảm giúp mình loa đài thứ 3 nhé,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O,smart.home.decrease.percentage
hạ xuống loa thứ 4 ga ra 3 xuống 11 phần trăm nữa,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
mình cần sự trợ giúp trong việc giảm đèn học,O O O O O O O O B-devicedevice I-devicedevice,smart.home.decrease.percentage
hello giảm giúp mình loa còi 3 ở phòng em nhỏ 3 xuống 28 phần trăm nhé,O O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
giảm bóng để bàn thứ 2 thư viện 29 phần trăm,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
mành cuốn thứ 2 sảnh hạ thấp 47 phần trăm,B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom B-commandcommand I-commandcommand B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
tôi đang cần giảm mức độ đèn bóng trần phòng đọc,O O O O O O O O O B-roomroom I-roomroom,smart.home.decrease.percentage
giảm đi rèm cửa xuống mức độ sáng 1 phần trăm,B-commandcommand I-commandcommand B-devicedevice I-devicedevice O O O O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
giảm hộ anh bóng học thứ 1 ở phòng dành cho nam 4 3 phần trăm,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
giảm thiết bị bóng tiết kiệm điện thứ 3 cho tôi với,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O,smart.home.decrease.percentage
giảm cho mình đèn cây 4 ở phòng em bé xuống 20 phần trăm nhé,O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
ok bạn ơi giảm cho mình đèn treo tường 4 xuống 23 phần trăm nhé,O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
cho mình giảm bóng đứng 3 với,O O O B-devicedevice I-devicedevice I-devicedevice O,smart.home.decrease.percentage
giảm độ sáng phòng là 1 đi 30 phần trăm,B-commandcommand O O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
giảm rèm đôi ở phòng là xuống 26 phần trăm cho mình với,O B-devicedevice I-devicedevice O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O,smart.home.decrease.percentage
quạt 3 sân trước nên được hạ xuống xuống mức 30 phần trăm,B-devicedevice I-devicedevice B-roomroom I-roomroom O O B-commandcommand I-commandcommand O O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
giảm bớt hắt tường thứ 3 phòng nghiên cứu 3 xuống 2 phần trăm hộ tôi với,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage O O O,smart.home.decrease.percentage
em làm ơn giúp tôi giảm rèm cửa thứ 2 xuống 1 phần trăm tôi hơi bị chói mắt,O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O O O,smart.home.decrease.percentage
hãy giảm loa trong hè sau 4 xuống 29 phần trăm,O O B-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
đèn ngủ phòng sinh hoạt chung 2 nên được giảm bớt xuống mức 34 phần trăm,B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom O O B-commandcommand I-commandcommand O O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
giúp tôi giảm nút ấn thứ 2 đầu hè 3 xuống 49 phần trăm,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
ok bạn ơi giảm cho mình kịch bản xuống 9 phần trăm nhé,O O O O O O B-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
giảm bớt bóng vách 1 nhà để xe 3 xuống 38 phần trăm hộ tôi với,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage O O O,smart.home.decrease.percentage
giúp tôi giảm cửa cuốn thứ 1 phòng giám đốc xuống 40 phần trăm,O O B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
giảm hộ anh bóng hoa 2 ở đại sảnh 15 phần trăm,O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
giảm bóng hoa phòng ngủ các con xuống 19 phần trăm nữa,B-commandcommand B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
giúp mình giảm công tắc 2 xuống 10 phần trăm với ạ,O O O B-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O,smart.home.decrease.percentage
giảm bớt bóng hắt tường 4 xuống mức độ sáng 45 phần trăm,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
hạ thấp đèn thả 4 phòng giặt ủi xuống 16 phần trăm hộ tôi với,B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage O O O,smart.home.decrease.percentage
giúp mình giảm đèn tường thứ 4 xuống 8 phần trăm với ạ,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O,smart.home.decrease.percentage
hạ đèn học thứ 4 xuống mức độ sáng 10 phần trăm,B-commandcommand B-devicedevice I-devicedevice I-devicedevice I-devicedevice O O O O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
mình cần sự trợ giúp trong việc giảm đèn chùm thứ 1,O O O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice,smart.home.decrease.percentage
đèn đứng phòng hội nghị giảm bớt 25 phần trăm,B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom B-commandcommand I-commandcommand B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
thôi vào việc nhé màn cửa nhìn ngứa mắt quá giảm cho anh xuống 27 phần trăm nhé à cái bóng sợi đốt nhé,O O O O O O O O O O O O O O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O B-devicedevice I-devicedevice I-devicedevice O,smart.home.decrease.percentage
tôi đang cần giảm mức độ đèn bóng trần phòng họp gia đình 5,O O O O O O O O O B-roomroom I-roomroom I-roomroom I-roomroom I-roomroom,smart.home.decrease.percentage
giảm độ sáng mành thứ 3 ấy trợ lý ảo nó sáng quá,O O O B-devicedevice I-devicedevice I-devicedevice O O O O O O O,smart.home.decrease.percentage
giảm kịch bản về 23 phần trăm ở trong phòng chánh,O B-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O B-roomroom I-roomroom,smart.home.decrease.percentage
tôi cần hạ thấp đèn thứ 1 tầng 7 đi 3 phần trăm,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice I-devicedevice B-floornumberfloornumber I-floornumberfloornumber O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
em làm ơn giúp tôi giảm đèn hoa thứ 4 xuống 18 phần trăm tôi hơi bị chói mắt,O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O O O,smart.home.decrease.percentage
em làm ơn giúp tôi giảm bình nóng lạnh 1 xuống 16 phần trăm tôi hơi bị chói mắt,O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O O O,smart.home.decrease.percentage
mình cần sự trợ giúp trong việc giảm bóng sợi đốt thứ 3,O O O O O O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice,smart.home.decrease.percentage
bạn giúp mình giảm đèn làm việc đi 2 phần trăm được không mình cảm ơn,O O O O B-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O O O,smart.home.decrease.percentage
trong hành lang 2 hãy giảm bóng trụ cổng xuống 27 phần trăm,O B-roomroom I-roomroom I-roomroom O O B-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
giúp mình giảm đèn tiết kiệm điện 2 xuống 6 phần trăm với ạ,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O,smart.home.decrease.percentage
giảm cho mình bóng vách 2 ở phòng tắm xuống 24 phần trăm nhé,O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
em làm ơn giúp tôi giảm led 2 xuống 21 phần trăm tôi hơi bị chói mắt,O O O O O O B-devicedevice I-devicedevice O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O O O,smart.home.decrease.percentage
giảm quạt hút mùi thứ 1 ở phòng lễ tân xuống 28 phần trăm cho mình với,O B-devicedevice I-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O O O,smart.home.decrease.percentage
hạ xuống độ sáng đèn tranh 3 xuống 18 phần trăm,B-commandcommand I-commandcommand O O B-devicedevice I-devicedevice I-devicedevice O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
giảm hộ anh loa thứ 1 ở sảnh 4 4 phần trăm,O O O B-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
giảm giúp mình đèn sợi đốt 4 tại ga ra xuống 6 phần trăm nhé,O O O B-devicedevice I-devicedevice I-devicedevice I-devicedevice O B-roomroom I-roomroom O B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage O,smart.home.decrease.percentage
giúp tôi hạ thấp đèn tuýp phòng ông chủ 2 xuống 15 phần trăm,O O B-commandcommand I-commandcommand B-devicedevice I-devicedevice B-roomroom I-roomroom I-roomroom I-roomroom O B-final-valuesyspercentage I-final-valuesyspercentage I-final-valuesyspercentage,smart.home.decrease.percentage
giảm bóng sưởi phòng cuối 29 phần trăm,O B-devicedevice I-devicedevice B-roomroom I-roomroom B-change-valuesyspercentage I-change-valuesyspercentage I-change-valuesyspercentage,smart.home.decrease.percentage
